,WHR,Whirlpool Corporation,177.8,167.46,,6.17%
,NLOK,NortonLifeLock Inc,21.26,19.91,,6.78%
,IRM,Iron Mountain Inc,28.96,28.89,,0.24%
,TFC,Truist Financial Corp,39.76,37.08,,7.23%
,RTX,Raytheon Technologies Corp,61.97,58.32,,6.26%
,UDR,"UDR, Inc.",35.19,32.84,,7.16%
,WY,Weyerhaeuser Co,28.93,27.37,,5.70%
,DFS,Discover Financial Services,57.99,52.9,,9.62%
,GIS,"General Mills, Inc.",58.76,56.74,,3.56%
,CVX,Chevron Corporation,77.29,77.17,,0.16%
,HAS,"Hasbro, Inc.",77.18,79.08,,-2.40%
,GD,General Dynamics Corporation,147.47,141.79,,4.01%
,PM,Philip Morris International Inc.,81.94,80.81,,1.40%
,REGN,Regeneron Pharmaceuticals Inc,564.2,541.45,,4.20%
,FFIV,"F5 Networks, Inc.",121.64,118.17,,2.94%
,LEG,"Leggett & Platt, Inc.",44.63,44.04,,1.34%
,LUV,Southwest Airlines Co,40.06,38.9,,2.98%
,GM,General Motors Company,31.18,30.99,,0.61%
,RHI,Robert Half International Inc.,53.5,52.24,,2.41%
,C,Citigroup Inc,48.15,52,,-7.40%
,BMY,Bristol-Myers Squibb Co,59.7,60.09,,-0.65%
,ESS,Essex Property Trust Inc,222.39,215.36,,3.26%
,VFC,VF Corp,73.21,70.96,,3.17%
,BWA,BorgWarner Inc.,42.82,43.5,,-1.56%
,K,Kellogg Company,65.42,67.46,,-3.02%
,SJM,J M Smucker Co,113.46,116.22,,-2.37%
,L,Loews Corporation,36.1,36.37,,-0.74%
,FE,FirstEnergy Corp.,29.66,31.19,,-4.91%
,TXT,Textron Inc.,39.33,40.93,,-3.91%
,STX,Seagate Technology PLC,47.65,48.61,,-1.97%
,CMA,Comerica Incorporated,41,42.66,,-3.89%
,DD,DuPont de Nemours Inc,59.43,62.1,,-4.30%
,COF,Capital One Financial Corp.,74.64,76.36,,-2.25%
,AIV,Apartment Investment and Management Co,37.48,36.97,,1.38%
,WELL,Welltower Inc,60.12,63.8,,-5.77%
,SNA,Snap-on Incorporated,152.83,158.54,,-3.60%
,IP,International Paper Co,40.79,41.1,,-0.75%
,BIIB,Biogen Inc,278.29,294.62,,-5.54%
,PPL,PPL Corp,27.92,30.08,,-7.18%
,KR,Kroger Co,32.84,37.16,,-11.63%
,CPB,Campbell Soup Company,45.82,50.27,,-8.85%
,JNPR,"Juniper Networks, Inc.",23.12,25.8,,-10.39%
,KEY,KeyCorp,12.81,13.82,,-7.31%
,BK,Bank of New York Mellon Corp,35.96,40.06,,-10.23%
,STT,State Street Corp,64.43,71.93,,-10.43%
,AVB,AvalonBay Communities Inc,154.56,167.04,,-7.47%
,ABC,AmerisourceBergen Corp.,94.6,105.56,,-10.38%
,HBAN,Huntington Bancshares Incorporated,10.12,10.94,,-7.50%
,USB,U.S. Bancorp,37.87,42,,-9.83%
,LYB,LyondellBasell Industries NV,76.49,83.78,,-8.70%
,T,AT&T Inc.,29.14,32.86,,-11.32%
,AAP,"Advance Auto Parts, Inc.",157.31,176.85,,-11.05%
,MET,Metlife Inc,38.84,43.94,,-11.61%
,IPG,Interpublic Group of Companies Inc,18.16,19.86,,-8.56%
,EIX,Edison International,51.65,59.16,,-12.69%
,PRU,Prudential Financial Inc,69.76,80.46,,-13.30%
,PFG,Principal Financial Group Inc,41.32,49.27,,-16.14%
,UHS,"Universal Health Services, Inc. Class B",116.88,135.31,,-13.62%
,PEAK,Healthpeak Properties Inc,28.76,33.69,,-14.63%
,DISCA,DISCOVERY COMMUNICATIONS INC. Common Stock,23.77,26.99,,-11.93%
,HIG,Hartford Financial Services Group Inc,38.89,46.22,,-15.86%
,MTB,M&T Bank Corporation,104.24,122.8,,-15.11%
,XRAY,DENTSPLY SIRONA Inc,45.9,54.35,,-15.55%
,VTR,"Ventas, Inc.",45.48,53.82,,-15.50%
,MO,Altria Group Inc,43,54.11,,-20.53%
,IBM,IBM Common Stock,122.09,147.53,,-17.24%
,HES,Hess Corp.,43.84,52.79,,-16.95%
,SYF,Synchrony Financial,26.96,31.12,,-13.37%
,DISCK,Discovery Inc Series C,21.59,25.34,,-14.80%
,EXPE,Expedia Group Inc,95.92,118.83,,-19.28%
,COG,Cabot Oil & Gas Corporation,18.61,22.77,,-18.27%
,PXD,Pioneer Natural Resources Co,93.35,117.3,,-20.42%
,OMC,Omnicom Group Inc.,53.83,68.21,,-21.08%
,EQR,Equity Residential,56.93,71.82,,-20.73%
,SEE,Sealed Air Corp,39.27,51.45,,-23.67%
,MCK,McKesson Corporation,150.9,200.41,,-24.70%
,OKE,"ONEOK, Inc.",27.3,34.85,,-21.66%
,RCL,Royal Caribbean Cruises Ltd,70.94,95.69,,-25.86%
,VLO,Valero Energy Corporation,47.51,61.44,,-22.67%
,BXP,"Boston Properties, Inc.",85.91,114.47,,-24.95%
,WAB,Westinghouse Air Brake Technologies Corp,68,95.72,,-28.96%
,PSX,Phillips 66,58.37,79.21,,-26.31%
,COP,ConocoPhillips,33.52,47.28,,-29.10%
,XRX,Xerox Holdings Corp,19.23,27.87,,-31.00%
,RL,Ralph Lauren Corp,80.59,109.71,,-26.54%
