Date,AMD
4/22/2014,4.3
4/21/2014,4.12
4/17/2014,3.69
4/16/2014,3.76
4/15/2014,3.79
4/14/2014,3.71
4/11/2014,3.65
4/10/2014,3.85
4/9/2014,3.98
4/8/2014,3.99
4/7/2014,3.88
4/4/2014,4.01
4/3/2014,4
4/2/2014,4.06
4/1/2014,4.07
3/31/2014,4.01
3/28/2014,3.88
3/27/2014,3.91
3/26/2014,4.05
3/25/2014,4.05
3/24/2014,4.05
3/21/2014,4.04
3/20/2014,4.05
3/19/2014,3.98
3/18/2014,3.89
3/17/2014,3.8
3/14/2014,3.85
3/13/2014,3.86
3/12/2014,3.91
3/11/2014,3.85
3/10/2014,3.81
3/7/2014,3.95
3/6/2014,3.73
3/5/2014,3.71
3/4/2014,3.7
3/3/2014,3.67
2/28/2014,3.71
2/27/2014,3.71
2/26/2014,3.7
2/25/2014,3.69
2/24/2014,3.71
2/21/2014,3.69
2/20/2014,3.69
2/19/2014,3.72
2/18/2014,3.7
2/14/2014,3.69
2/13/2014,3.7
2/12/2014,3.69
2/11/2014,3.7
2/10/2014,3.63
2/7/2014,3.47
2/6/2014,3.41
2/5/2014,3.31
2/4/2014,3.37
2/3/2014,3.33
1/31/2014,3.43
1/30/2014,3.48
1/29/2014,3.48
1/28/2014,3.54
1/27/2014,3.41
1/24/2014,3.47
1/23/2014,3.62
1/22/2014,3.67
1/21/2014,4.17
1/17/2014,4.18
1/16/2014,4.38
1/15/2014,4.47
1/14/2014,4.3
1/13/2014,4.13
1/10/2014,4.17
1/9/2014,4.09
1/8/2014,4.18
1/7/2014,4.18
1/6/2014,4.13
1/3/2014,4
1/2/2014,3.95
12/31/2013,3.87
12/30/2013,3.85
12/27/2013,3.78
12/26/2013,3.8
12/24/2013,3.77
12/23/2013,3.75
12/20/2013,3.69
12/19/2013,3.65
12/18/2013,3.65
12/17/2013,3.65
12/16/2013,3.59
12/13/2013,3.69
12/12/2013,3.69
12/11/2013,3.68
12/10/2013,3.72
12/9/2013,3.63
12/6/2013,3.66
12/5/2013,3.64
12/4/2013,3.57
12/3/2013,3.62
12/2/2013,3.66
11/29/2013,3.64
11/27/2013,3.56
11/26/2013,3.45
11/25/2013,3.39
11/22/2013,3.34
11/21/2013,3.37
11/20/2013,3.42
11/19/2013,3.42
11/18/2013,3.47
11/15/2013,3.5
11/14/2013,3.52
11/13/2013,3.54
11/12/2013,3.44
11/11/2013,3.34
11/8/2013,3.27
11/7/2013,3.28
11/6/2013,3.32
11/5/2013,3.33
11/4/2013,3.32
11/1/2013,3.31
10/31/2013,3.34
10/30/2013,3.3
10/29/2013,3.33
10/28/2013,3.32
10/25/2013,3.34
10/24/2013,3.23
10/23/2013,3.14
10/22/2013,3.18
10/21/2013,3.37
10/18/2013,3.53
10/17/2013,4.09
10/16/2013,4.09
10/15/2013,4.02
10/14/2013,3.97
10/11/2013,3.83
10/10/2013,3.79
10/9/2013,3.65
10/8/2013,3.72
10/7/2013,3.86
10/4/2013,3.91
10/3/2013,3.9
10/2/2013,3.9
10/1/2013,3.86
9/30/2013,3.81
9/27/2013,3.86
9/26/2013,3.89
9/25/2013,3.91
9/24/2013,3.8
9/23/2013,3.79
9/20/2013,3.83
9/19/2013,3.95
9/18/2013,3.93
9/17/2013,3.85
9/16/2013,3.82
9/13/2013,3.83
9/12/2013,3.75
9/11/2013,3.82
9/10/2013,3.87
9/9/2013,3.69
9/6/2013,3.57
9/5/2013,3.41
9/4/2013,3.31
9/3/2013,3.27
8/30/2013,3.27
8/29/2013,3.38
8/28/2013,3.42
8/27/2013,3.39
8/26/2013,3.58
8/23/2013,3.65
8/22/2013,3.63
8/21/2013,3.61
8/20/2013,3.63
8/19/2013,3.6
8/16/2013,3.66
8/15/2013,3.69
8/14/2013,3.82
8/13/2013,3.69
8/12/2013,3.65
8/9/2013,3.65
8/8/2013,3.71
8/7/2013,3.69
8/6/2013,3.72
8/5/2013,3.82
8/2/2013,3.8
8/1/2013,3.81
7/31/2013,3.77
7/30/2013,3.82
7/29/2013,3.75
7/26/2013,3.82
7/25/2013,3.7
7/24/2013,3.63
7/23/2013,3.66
7/22/2013,3.9
7/19/2013,4.03
7/18/2013,4.64
7/17/2013,4.38
7/16/2013,4.43
7/15/2013,4.4
7/12/2013,4.32
7/11/2013,4.45
7/10/2013,3.98
7/9/2013,4.05
7/8/2013,4
7/5/2013,4.07
7/3/2013,4.06
7/2/2013,3.97
7/1/2013,4.1
6/28/2013,4.08
6/27/2013,4.08
6/26/2013,4.14
6/25/2013,4.15
6/24/2013,4.05
6/21/2013,4
6/20/2013,3.87
6/19/2013,4.07
6/18/2013,4.09
6/17/2013,4.05
6/14/2013,3.94
6/13/2013,3.95
6/12/2013,3.9
6/11/2013,3.96
6/10/2013,4.06
6/7/2013,3.91
6/6/2013,3.94
6/5/2013,3.91
6/4/2013,4.01
6/3/2013,3.96
5/31/2013,4
5/30/2013,4.04
5/29/2013,3.98
5/28/2013,4.05
5/24/2013,4.05
5/23/2013,4.01
5/22/2013,3.96
5/21/2013,4.02
5/20/2013,4.1
5/17/2013,4.07
5/16/2013,3.83
5/15/2013,4.38
5/14/2013,4.26
5/13/2013,4.17
5/10/2013,3.95
5/9/2013,3.86
5/8/2013,3.83
5/7/2013,3.54
5/6/2013,3.61
5/3/2013,3.6
5/2/2013,3.41
5/1/2013,3.22
4/30/2013,2.82
4/29/2013,2.68
4/26/2013,2.64
4/25/2013,2.68
4/24/2013,2.61
4/23/2013,2.53
4/22/2013,2.46
4/19/2013,2.47
4/18/2013,2.51
4/17/2013,2.4
4/16/2013,2.44
4/15/2013,2.4
4/12/2013,2.48
4/11/2013,2.52
4/10/2013,2.61
4/9/2013,2.63
4/8/2013,2.59
4/5/2013,2.29
4/4/2013,2.33
4/3/2013,2.32
4/2/2013,2.39
4/1/2013,2.44
3/28/2013,2.55
3/27/2013,2.55
3/26/2013,2.54
3/25/2013,2.51
3/22/2013,2.54
3/21/2013,2.64
3/20/2013,2.75
3/19/2013,2.67
3/18/2013,2.65
3/15/2013,2.6
3/14/2013,2.63
3/13/2013,2.6
3/12/2013,2.61
3/11/2013,2.59
3/8/2013,2.56
3/7/2013,2.55
3/6/2013,2.43
3/5/2013,2.43
3/4/2013,2.4
3/1/2013,2.42
2/28/2013,2.49
2/27/2013,2.53
2/26/2013,2.46
2/25/2013,2.53
2/22/2013,2.61
2/21/2013,2.6
2/20/2013,2.7
2/19/2013,2.82
2/15/2013,2.71
2/14/2013,2.75
2/13/2013,2.75
2/12/2013,2.77
2/11/2013,2.67
2/8/2013,2.59
2/7/2013,2.57
2/6/2013,2.6
2/5/2013,2.6
2/4/2013,2.52
2/1/2013,2.6
1/31/2013,2.6
1/30/2013,2.65
1/29/2013,2.74
1/28/2013,2.82
1/25/2013,2.85
1/24/2013,2.79
1/23/2013,2.73
1/22/2013,2.45
1/18/2013,2.46
1/17/2013,2.74
1/16/2013,2.72
1/15/2013,2.68
1/14/2013,2.64
1/11/2013,2.67
1/10/2013,2.62
1/9/2013,2.63
1/8/2013,2.67
1/7/2013,2.67
1/4/2013,2.59
1/3/2013,2.49
1/2/2013,2.53
12/31/2012,2.4
12/28/2012,2.28
12/27/2012,2.39
12/26/2012,2.43
12/24/2012,2.48
12/21/2012,2.59
12/20/2012,2.4
12/19/2012,2.52
12/18/2012,2.52
12/17/2012,2.46
12/14/2012,2.3904
12/13/2012,2.41
12/12/2012,2.37
12/11/2012,2.33
12/10/2012,2.32
12/7/2012,2.36
12/6/2012,2.34
12/5/2012,2.29
12/4/2012,2.26
12/3/2012,2.36
11/30/2012,2.2
11/29/2012,2.04
11/28/2012,1.96
11/27/2012,1.88
11/26/2012,1.87
11/23/2012,1.95
11/21/2012,1.87
11/20/2012,1.88
11/19/2012,1.92
11/16/2012,1.86
11/15/2012,1.87
11/14/2012,1.93
11/13/2012,2.09
11/12/2012,1.99
11/9/2012,2.03
11/8/2012,1.98
11/7/2012,2.01
11/6/2012,2.07
11/5/2012,2.11
11/2/2012,2.1
11/1/2012,2.14
10/31/2012,2.05
10/26/2012,2.07
10/25/2012,2.12
10/24/2012,2.08
10/23/2012,2.14
10/22/2012,2.1
10/19/2012,2.18
10/18/2012,2.62
10/17/2012,2.77
10/16/2012,2.68
10/15/2012,2.75
10/12/2012,2.74
10/11/2012,3.2
10/10/2012,3.15
10/9/2012,3.25
10/8/2012,3.19
10/5/2012,3.22
10/4/2012,3.22
10/3/2012,3.12
10/2/2012,3.27
10/1/2012,3.28
9/28/2012,3.37
9/27/2012,3.43
9/26/2012,3.32
9/25/2012,3.28
9/24/2012,3.46
9/21/2012,3.6
9/20/2012,3.59
9/19/2012,3.66
9/18/2012,3.62
9/17/2012,4.01
9/14/2012,3.9
9/13/2012,3.92
9/12/2012,3.89
9/11/2012,3.75
9/10/2012,3.47
9/7/2012,3.45
9/6/2012,3.66
9/5/2012,3.51
9/4/2012,3.64
8/31/2012,3.72
8/30/2012,3.7
8/29/2012,3.77
8/28/2012,3.79
8/27/2012,3.85
8/24/2012,3.94
8/23/2012,3.9
8/22/2012,4.01
8/21/2012,4.07
8/20/2012,4.09
8/17/2012,4.1
8/16/2012,4.17
8/15/2012,4.19
8/14/2012,4.12
8/13/2012,4.26
8/10/2012,4.34
8/9/2012,4.37
8/8/2012,4.4
8/7/2012,4.02
8/6/2012,4.01
8/3/2012,4.09
8/2/2012,3.97
8/1/2012,4.05
7/31/2012,4.06
7/30/2012,4.1
7/27/2012,4.09
7/26/2012,4.04
7/25/2012,4.01
7/24/2012,4.06
7/23/2012,4.15
7/20/2012,4.22
7/19/2012,4.86
7/18/2012,4.89
7/17/2012,4.87
7/16/2012,4.83
7/13/2012,4.9
7/12/2012,4.88
7/11/2012,4.89
7/10/2012,4.99
7/9/2012,5.62
7/6/2012,5.75
7/5/2012,5.88
7/3/2012,6.03
7/2/2012,5.75
6/29/2012,5.73
6/28/2012,5.41
6/27/2012,5.5
6/26/2012,5.44
6/25/2012,5.41
6/22/2012,5.73
6/21/2012,5.72
6/20/2012,6.06
6/19/2012,5.81
6/18/2012,5.93
6/15/2012,5.87
6/14/2012,5.76
6/13/2012,5.76
6/12/2012,5.91
6/11/2012,5.69
6/8/2012,5.91
6/7/2012,5.76
6/6/2012,6.02
6/5/2012,5.825
6/4/2012,5.63
6/1/2012,5.73
5/31/2012,6.08
5/30/2012,6.15
5/29/2012,6.46
5/25/2012,6.22
5/24/2012,6.02
5/23/2012,6.08
5/22/2012,6.16
5/21/2012,6.3
5/18/2012,6.01
5/17/2012,6.13
5/16/2012,6.39
5/15/2012,6.6
5/14/2012,6.75
5/11/2012,6.78
5/10/2012,6.78
5/9/2012,6.86
5/8/2012,7.03
5/7/2012,7.18
5/4/2012,7.18
5/3/2012,7.41
5/2/2012,7.63
5/1/2012,7.59
4/30/2012,7.36
4/27/2012,7.33
4/26/2012,7.45
4/25/2012,7.39
4/24/2012,7.31
4/23/2012,7.39
4/20/2012,7.76
4/19/2012,7.97
4/18/2012,7.97
4/17/2012,7.94
4/16/2012,7.7
4/13/2012,7.73
4/12/2012,7.92
4/11/2012,7.64
4/10/2012,7.53
4/9/2012,7.75
4/5/2012,7.87
4/4/2012,7.81
4/3/2012,7.98
4/2/2012,8.2
3/30/2012,8.02
3/29/2012,8.12
3/28/2012,8.08
3/27/2012,8.19
3/26/2012,8.24
3/23/2012,8.09
3/22/2012,8.03
3/21/2012,8.04
3/20/2012,8.06
3/19/2012,8.18
3/16/2012,8.2
3/15/2012,8.25
3/14/2012,7.76
3/13/2012,7.76
3/12/2012,7.5
3/9/2012,7.58
3/8/2012,7.47
3/7/2012,7.17
3/6/2012,6.9
3/5/2012,7.07
3/2/2012,7.46
3/1/2012,7.51
2/29/2012,7.35
2/28/2012,7.52
2/27/2012,7.47
2/24/2012,7.46
2/23/2012,7.29
2/22/2012,7.14
2/21/2012,7.28
2/17/2012,7.42
2/16/2012,7.59
2/15/2012,7.3
2/14/2012,7.32
2/13/2012,7.29
2/10/2012,7.05
2/9/2012,7.24
2/8/2012,7.25
2/7/2012,7.13
2/6/2012,6.92
2/3/2012,7.08
2/2/2012,6.93
2/1/2012,6.9
1/31/2012,6.71
1/30/2012,6.74
1/27/2012,6.82
1/26/2012,6.77
1/25/2012,6.73
1/24/2012,6.53
1/23/2012,6.52
1/20/2012,6.42
1/19/2012,6.22
1/18/2012,5.97
1/17/2012,5.73
1/13/2012,5.66
1/12/2012,5.82
1/11/2012,5.81
1/10/2012,5.71
1/9/2012,5.59
1/6/2012,5.43
1/5/2012,5.46
1/4/2012,5.46
1/3/2012,5.48
12/30/2011,5.4
12/29/2011,5.34
12/28/2011,5.28
12/27/2011,5.38
12/23/2011,5.41
12/22/2011,5.45
12/21/2011,5.08
12/20/2011,5.19
12/19/2011,4.86
12/16/2011,5.13
12/15/2011,5.04
12/14/2011,5.07
12/13/2011,5.18
12/12/2011,5.3
12/9/2011,5.54
12/8/2011,5.47
12/7/2011,5.72
12/6/2011,5.66
12/5/2011,5.76
12/2/2011,5.65
12/1/2011,5.7
11/30/2011,5.69
11/29/2011,5.32
11/28/2011,5.3
11/25/2011,4.99
11/23/2011,5.05
11/22/2011,5.3
11/21/2011,5.42
11/18/2011,5.47
11/17/2011,5.44
11/16/2011,5.68
11/15/2011,5.76
11/14/2011,5.79
11/11/2011,5.95
11/10/2011,5.66
11/9/2011,5.38
11/8/2011,5.75
11/7/2011,5.68
11/4/2011,5.67
11/3/2011,5.73
11/2/2011,5.46
11/1/2011,5.3
10/31/2011,5.83
10/28/2011,5.94
10/27/2011,5.54
10/26/2011,5.095
10/25/2011,4.91
10/24/2011,5.06
10/21/2011,4.72
10/20/2011,4.54
10/19/2011,4.73
10/18/2011,4.83
10/17/2011,4.67
10/14/2011,4.92
10/13/2011,4.97
10/12/2011,4.93
10/11/2011,4.86
10/10/2011,4.84
10/7/2011,4.73
10/6/2011,4.85
10/5/2011,4.83
10/4/2011,4.72
10/3/2011,4.53
9/30/2011,5.08
9/29/2011,5.31
9/28/2011,6.15
9/27/2011,6.49
9/26/2011,6.4
9/23/2011,6.17
9/22/2011,6.12
9/21/2011,6.48
9/20/2011,6.74
9/19/2011,6.92
9/16/2011,7.2
9/15/2011,7.335
9/14/2011,7.21
9/13/2011,6.96
9/12/2011,6.71
9/9/2011,6.52
9/8/2011,6.81
9/7/2011,6.76
9/6/2011,6.27
9/2/2011,6.32
9/1/2011,6.68
8/31/2011,6.83
8/30/2011,6.84
8/29/2011,6.83
8/26/2011,6.49
8/25/2011,6.37
8/24/2011,6.34
8/23/2011,6.5
8/22/2011,6.05
8/19/2011,5.98
8/18/2011,5.79
8/17/2011,6.14
8/16/2011,6.34
8/15/2011,6.43
8/12/2011,6.21
8/11/2011,6.17
8/10/2011,5.85
8/9/2011,6.18
8/8/2011,5.94
8/5/2011,6.56
8/4/2011,6.5
8/3/2011,7.16
8/2/2011,7.11
8/1/2011,7.22
7/29/2011,7.34
7/28/2011,7.42
7/27/2011,7.51
7/26/2011,7.66
7/25/2011,7.63
7/22/2011,7.75
7/21/2011,6.5
7/20/2011,6.6
7/19/2011,6.48
7/18/2011,6.18
7/15/2011,6.43
7/14/2011,6.44
7/13/2011,6.48
7/12/2011,6.43
7/11/2011,6.76
7/8/2011,6.95
7/7/2011,7.15
7/6/2011,7
7/5/2011,7.14
7/1/2011,7.11
6/30/2011,6.99
6/29/2011,6.89
6/28/2011,6.95
6/27/2011,6.92
6/24/2011,6.9
6/23/2011,7.06
6/22/2011,7.06
6/21/2011,7.22
6/20/2011,6.89
6/17/2011,7
6/16/2011,7.19
6/15/2011,7.5
6/14/2011,7.67
6/13/2011,7.54
6/10/2011,7.59
6/9/2011,7.64
6/8/2011,7.62
6/7/2011,7.71
6/6/2011,7.8
6/3/2011,7.97
6/2/2011,8.235
6/1/2011,8.37
5/31/2011,8.68
5/27/2011,8.49
5/26/2011,8.48
5/25/2011,8.43
5/24/2011,8.39
5/23/2011,8.49
5/20/2011,8.62
5/19/2011,8.64
5/18/2011,8.67
5/17/2011,8.54
5/16/2011,8.67
5/13/2011,8.9
5/12/2011,8.93
5/11/2011,8.88
5/10/2011,8.94
5/9/2011,8.94
5/6/2011,8.92
5/5/2011,8.87
5/4/2011,8.79
5/3/2011,8.8
5/2/2011,9.03
4/29/2011,9.1
4/28/2011,9.07
4/27/2011,8.95
4/26/2011,8.88
4/25/2011,8.7
4/21/2011,8.71
4/20/2011,8.63
4/19/2011,8.27
4/18/2011,8.2
4/15/2011,8.27
4/14/2011,8.19
4/13/2011,8.2
4/12/2011,8.26
4/11/2011,8.42
4/8/2011,8.47
4/7/2011,8.41
4/6/2011,8.43
4/5/2011,8.11
4/4/2011,8.1
4/1/2011,8.36
3/31/2011,8.6
3/30/2011,8.79
3/29/2011,8.68
3/28/2011,8.69
3/25/2011,8.88
3/24/2011,8.83
3/23/2011,8.59
3/22/2011,8.36
3/21/2011,8.55
3/18/2011,8.55
3/17/2011,8.31
3/16/2011,8.12
3/15/2011,8.28
3/14/2011,8.43
3/11/2011,8.65
3/10/2011,8.42
3/9/2011,8.67
3/8/2011,8.99
3/7/2011,8.84
3/4/2011,9.225
3/3/2011,9.28
3/2/2011,9.17
3/1/2011,9.025
2/28/2011,9.21
2/25/2011,9.29
2/24/2011,9.1
2/23/2011,8.55
2/22/2011,8.85
2/18/2011,9.18
2/17/2011,9.44
2/16/2011,8.99
2/15/2011,8.6
2/14/2011,8.63
2/11/2011,8.28
2/10/2011,8.22
2/9/2011,8.23
2/8/2011,8.24
2/7/2011,8.33
2/4/2011,8.4
2/3/2011,8.33
2/2/2011,8.29
2/1/2011,8.22
1/31/2011,7.83
1/28/2011,7.49
1/27/2011,7.75
1/26/2011,7.491
1/25/2011,7.48
1/24/2011,7.68
1/21/2011,7.54
1/20/2011,8.02
1/19/2011,7.93
1/18/2011,8.1025
1/14/2011,8.2
1/13/2011,8.26
1/12/2011,8.39
1/11/2011,8.36
1/10/2011,9.19
1/7/2011,8.83
1/6/2011,8.69
1/5/2011,8.91
1/4/2011,8.77
1/3/2011,8.47
12/31/2010,8.18
12/30/2010,8.14
12/29/2010,8.08
12/28/2010,8.09
12/27/2010,8.05
12/23/2010,8.04
12/22/2010,8.111
12/21/2010,8.14
12/20/2010,8.24
12/17/2010,8.1
12/16/2010,8.03
12/15/2010,8.02
12/14/2010,8.05
12/13/2010,8.23
12/10/2010,8.07
12/9/2010,7.95
12/8/2010,8.17
12/7/2010,8.02
12/6/2010,7.819
12/3/2010,7.65
12/2/2010,7.54
12/1/2010,7.51
11/30/2010,7.29
11/29/2010,7.38
11/26/2010,7.55
11/24/2010,7.62
11/23/2010,7.32
11/22/2010,7.41
11/19/2010,7.47
11/18/2010,7.35
11/17/2010,7.33
11/16/2010,7.43
11/15/2010,7.565
11/12/2010,7.63
11/11/2010,7.63
11/10/2010,7.75
11/9/2010,7.91
11/8/2010,8.14
11/5/2010,8.04
11/4/2010,8
11/3/2010,7.64
11/2/2010,7.535
11/1/2010,7.36
10/29/2010,7.335
10/28/2010,7.63
10/27/2010,7.35
10/26/2010,7.2
10/25/2010,7.26
10/22/2010,6.89
10/21/2010,6.89
10/20/2010,6.82
10/19/2010,6.95
10/18/2010,6.96
10/15/2010,7.12
10/14/2010,7.139
10/13/2010,7.22
10/12/2010,7.3
10/11/2010,7.24
10/8/2010,7.05
10/7/2010,6.87
10/6/2010,6.86
10/5/2010,6.98
10/4/2010,6.94
10/1/2010,7.05
9/30/2010,7.11
9/29/2010,7.28
9/28/2010,6.95
9/27/2010,7.02
9/24/2010,6.84
9/23/2010,6.4
9/22/2010,6.26
9/21/2010,6.171
9/20/2010,6.09
9/17/2010,6.12
9/16/2010,6.15
9/15/2010,6.22
9/14/2010,6.27
9/13/2010,6.18
9/10/2010,5.81
9/9/2010,5.86
9/8/2010,5.83
9/7/2010,5.95
9/3/2010,6.09
9/2/2010,5.93
9/1/2010,5.76
8/31/2010,5.61
8/30/2010,5.78
8/27/2010,6.08
8/26/2010,5.87
8/25/2010,6.13
8/24/2010,5.99
8/23/2010,6.14
8/20/2010,6.25
8/19/2010,6.42
8/18/2010,6.57
8/17/2010,6.63
8/16/2010,6.62
8/13/2010,6.49
8/12/2010,6.57
8/11/2010,6.49
8/10/2010,6.83
8/9/2010,7.42
8/6/2010,7.45
8/5/2010,7.5
8/4/2010,7.52
8/3/2010,7.51
8/2/2010,7.65
7/30/2010,7.49
7/29/2010,7.78
7/28/2010,7.98
7/27/2010,8.21
7/26/2010,8.07
7/23/2010,7.82
7/22/2010,7.61
7/21/2010,7.4
7/20/2010,7.6
7/19/2010,7.44
7/16/2010,7.37
7/15/2010,7.41
7/14/2010,7.44
7/13/2010,7.52
7/12/2010,7.36
7/9/2010,7.34
7/8/2010,7.37
7/7/2010,7.39
7/6/2010,7.04
7/2/2010,7.17
7/1/2010,7.39
6/30/2010,7.32
6/29/2010,7.48
6/28/2010,8.05
6/25/2010,8.09
6/24/2010,8.13
6/23/2010,8.56
6/22/2010,8.58
6/21/2010,8.8
6/18/2010,8.83
6/17/2010,8.91
6/16/2010,8.9
6/15/2010,8.82
6/14/2010,8.28
6/11/2010,8.12
6/10/2010,8.01
6/9/2010,7.61
6/8/2010,7.77
6/7/2010,7.71
6/4/2010,8.105
6/3/2010,8.69
6/2/2010,8.54
6/1/2010,8.14
5/28/2010,8.57
5/27/2010,8.8
5/26/2010,8.22
5/25/2010,8.15
5/24/2010,8.09
5/21/2010,8.4
5/20/2010,8.09
5/19/2010,8.47
5/18/2010,8.42
5/17/2010,8.85
5/14/2010,8.8
5/13/2010,9.42
5/12/2010,9.49
5/11/2010,9.07
5/10/2010,8.99
5/7/2010,8.38
5/6/2010,8.27
5/5/2010,8.58
5/4/2010,8.68
5/3/2010,9.29
4/30/2010,9.07
4/29/2010,9.72
4/28/2010,9.55
4/27/2010,9.58
4/26/2010,9.97
4/23/2010,9.76
4/22/2010,9.86
4/21/2010,9.78
4/20/2010,9.77
4/19/2010,9.58
4/16/2010,9.81
4/15/2010,10.16
4/14/2010,9.89
4/13/2010,9.56
4/12/2010,9.42
4/9/2010,9.3
4/8/2010,9.42
4/7/2010,9.66
4/6/2010,9.35
4/5/2010,9.53
4/1/2010,9.37
3/31/2010,9.27
3/30/2010,9.27
3/29/2010,9.11
3/26/2010,9.02
3/25/2010,9.03
3/24/2010,9.23
3/23/2010,9.45
3/22/2010,9.31
3/19/2010,9.11
3/18/2010,9.39
3/17/2010,9.67
3/16/2010,9.4
3/15/2010,8.92
3/12/2010,8.93
3/11/2010,8.95
3/10/2010,8.92
3/9/2010,8.63
3/8/2010,8.64
3/5/2010,8.61
3/4/2010,8.5
3/3/2010,8.35
3/2/2010,8.38
3/1/2010,8.21
2/26/2010,7.91
2/25/2010,7.89
2/24/2010,8.05
2/23/2010,7.79
2/22/2010,7.9
2/19/2010,7.93
2/18/2010,7.95
2/17/2010,8.03
2/16/2010,8.06
2/12/2010,7.87
2/11/2010,7.84
2/10/2010,7.64
2/9/2010,7.54
2/8/2010,7.42
2/5/2010,7.35
2/4/2010,7.19
2/3/2010,7.81
2/2/2010,7.91
2/1/2010,7.98
1/29/2010,7.46
1/28/2010,7.88
1/27/2010,8.19
1/26/2010,8.09
1/25/2010,8.07
1/22/2010,7.88
1/21/2010,8.99
1/20/2010,8.87
1/19/2010,9.01
1/15/2010,8.84
1/14/2010,9
1/13/2010,9.15
1/12/2010,8.65
1/11/2010,9.14
1/8/2010,9.43
1/7/2010,9.47
1/6/2010,9.57
1/5/2010,9.71
1/4/2010,9.7
12/31/2009,9.68
12/30/2009,9.72
12/29/2009,9.75
12/28/2009,9.83
12/24/2009,9.91
12/23/2009,9.67
12/22/2009,9.43
12/21/2009,9.53
12/18/2009,9.05
12/17/2009,9.12
12/16/2009,9.15
12/15/2009,8.82
12/14/2009,8.68
12/11/2009,8.64
12/10/2009,8.58
12/9/2009,8.71
12/8/2009,8.67
12/7/2009,8.52
12/4/2009,7.86
12/3/2009,8.03
12/2/2009,7.3
12/1/2009,7.2
11/30/2009,7.01
11/27/2009,6.85
11/25/2009,7.11
11/24/2009,6.95
11/23/2009,7
11/20/2009,6.95
11/19/2009,7.05
11/18/2009,7.32
11/17/2009,6.62
11/16/2009,6.43
11/13/2009,6.53
11/12/2009,6.48
11/11/2009,5.32
11/10/2009,5.14
11/9/2009,5.21
11/6/2009,5.04
11/5/2009,4.83
11/4/2009,4.69
11/3/2009,4.64
11/2/2009,4.6
10/30/2009,4.6
10/29/2009,4.93
10/28/2009,4.85
10/27/2009,5.15
10/26/2009,5.42
10/23/2009,5.6
10/22/2009,5.83
10/21/2009,5.77
10/20/2009,5.98
10/19/2009,5.87
10/16/2009,5.74
10/15/2009,6.19
10/14/2009,6.25
10/13/2009,6.08
10/12/2009,6.14
10/9/2009,5.88
10/8/2009,5.51
10/7/2009,5.54
10/6/2009,5.64
10/5/2009,5.54
10/2/2009,5.31
10/1/2009,5.39
9/30/2009,5.66
9/29/2009,5.78
9/28/2009,5.94
9/25/2009,5.83
9/24/2009,5.66
9/23/2009,6.02
9/22/2009,6.08
9/21/2009,5.81
9/18/2009,5.7
9/17/2009,5.67
9/16/2009,5.69
9/15/2009,5.88
9/14/2009,5.72
9/11/2009,5.68
9/10/2009,5.38
9/9/2009,5.2
9/8/2009,5.19
9/4/2009,4.53
9/3/2009,4.53
9/2/2009,4.28
9/1/2009,4.22
8/31/2009,4.36
8/28/2009,4.47
8/27/2009,4.23
8/26/2009,4.06
8/25/2009,4.02
8/24/2009,4
8/21/2009,3.7
8/20/2009,3.52
8/19/2009,3.52
8/18/2009,3.56
8/17/2009,3.55
8/14/2009,3.69
8/13/2009,3.68
8/12/2009,3.59
8/11/2009,3.59
8/10/2009,3.68
8/7/2009,3.7
8/6/2009,3.71
8/5/2009,3.75
8/4/2009,3.76
8/3/2009,3.74
7/31/2009,3.66
7/30/2009,3.66
7/29/2009,3.71
7/28/2009,3.77
7/27/2009,3.8
7/24/2009,3.77
7/23/2009,3.59
7/22/2009,3.55
7/21/2009,4.08
7/20/2009,4.17
7/17/2009,4
7/16/2009,3.92
7/15/2009,3.86
7/14/2009,3.55
7/13/2009,3.56
7/10/2009,3.49
7/9/2009,3.48
7/8/2009,3.36
7/7/2009,3.43
7/6/2009,3.55
7/2/2009,3.78
7/1/2009,3.91
6/30/2009,3.87
6/29/2009,3.72
6/26/2009,3.62
6/25/2009,3.64
6/24/2009,3.66
6/23/2009,3.55
6/22/2009,3.62
6/19/2009,3.87
6/18/2009,3.85
6/17/2009,4.08
6/16/2009,4.13
6/15/2009,4.26
6/12/2009,4.47
6/11/2009,4.7
6/10/2009,4.82
6/9/2009,4.75
6/8/2009,4.61
6/5/2009,4.63
6/4/2009,4.65
6/3/2009,4.48
6/2/2009,4.56
6/1/2009,4.73
5/29/2009,4.54
5/28/2009,4.7
5/27/2009,4.71
5/26/2009,4.53
5/22/2009,4.26
5/21/2009,4.34
5/20/2009,4.5
5/19/2009,4.39
5/18/2009,4.14
5/15/2009,4.01
5/14/2009,4.24
